,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2013),25704588,Moratoriamu Tamako (2013) ,不求上进的玉子 もらとりあむタマ子,喜剧,7.2,29095,14.4%,41.1%,38.2%,5.3%,1.1%,日本,1050995,1275297,1341157,1052012,1018899,1033967,1275852,"https://ia.media-imdb.com/images/M/MV5BNzVhMjllYTctODM3MS00Yzk4LTgyNmEtMjQwYjE4YmMxNzk1XkEyXkFqcGdeQXVyNDk5NzUyOTY@._V1_UY268_CR3,0,182,268_AL_.jpg"
