,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2017),26691486,Mindhunter             ,心灵猎人 第一季 Mindhunter Season 1,剧情,惊悚,犯罪,8.9,27608,55.0%,37.3%,6.8%,0.6%,0.3%,美国,1012521,1307189,1288096,1327660,1000002,1118033,1000028,1259304,1382673,1150106,1018029,1109360,1376291,1354695,"https://ia.media-imdb.com/images/M/MV5BMzNkZmNmZjMtZWI5OC00MzdiLTgxMjAtZWY2ZTIwMWM2Yzc2XkEyXkFqcGdeQXVyMjM5NDQzNTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
