,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),26799731,Call Me by Your Name (2017) ,请以你的名字呼唤我 Call Me by Your Name,剧情,爱情,同性,8.8,172873,54.1%,33.9%,10.2%,1.2%,0.5%,意大利,法国,巴西,美国,1285579,1325862,1049997,1009409,1045238,1342203,1371851,1384768,1384769,1356660,1384766,1384656,1384767,"https://ia.media-imdb.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
