,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,poster
0,(2015),26304167,Taxi (2015) ,出租车 تاکسی,剧情,喜剧,8.0,11418,25.8%,51.2%,20.1%,2.3%,0.5%,伊朗,1009626,1009626,"https://ia.media-imdb.com/images/M/MV5BNDg0OTE1OTk0NF5BMl5BanBnXkFtZTgwNzkyOTE2NjE@._V1_UY268_CR3,0,182,268_AL_.jpg"
