,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2014),21263666,American Sniper (2014) ,美国狙击手 American Sniper,动作,传记,战争,7.5,60385,15.4%,47.7%,33.4%,3.0%,0.6%,美国,1054436,1013757,1003485,1027808,1004795,1009382,1054731,1018006,1040779,1004698,1040575,1040665,1205428,1018227,1192548,"https://ia.media-imdb.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
