,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2015),10727641,Mission: Impossible - Rogue Nation (2015) ,碟中谍5：神秘国度 Mission: Impossible - Rogue Nation,动作,惊悚,冒险,7.7,183083,17.7%,50.1%,29.8%,2.1%,0.3%,美国,香港,中国大陆,1276314,1054435,1013770,1035648,1088314,1048129,1286119,1049805,1016668,1049625,1106631,1000011,1346542,1350742,1013885,1346147,1230739,1329877,"https://ia.media-imdb.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
