,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2014),25814705,Little Forest: Summer/Autumn (2014) ,小森林 夏秋篇 リトル・フォレスト 夏・秋,剧情,8.9,143803,56.1%,35.0%,8.1%,0.6%,0.2%,日本,1015633,1275733,1315155,1320978,1021281,1343624,"https://ia.media-imdb.com/images/M/MV5BODM0MGJjN2ItNGI0Yi00NTI0LTllMmMtZmY0ODI3YTM0OWU5XkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_UY268_CR4,0,182,268_AL_.jpg"
