,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,poster
0,(2017),22265634,Star Wars: Episode VIII - The Last Jedi (2017) ,星球大战8：最后的绝地武士 Star Wars: The Last Jedi,动作,科幻,冒险,7.2,77940,15.5%,38.8%,36.3%,7.2%,2.1%,美国,1036605,1027809,1027813,1339916,1322327,1339915,1012481,1002708,1334862,1313116,1032150,1319269,1354530,1006983,1041005,1019054,1352643,1378682,1352051,1025199,1140454,1002789,1004942,1339389,1350742,1032807,1027909,1177997,1376516,1372007,1315326,1110762,1341238,1027483,"https://ia.media-imdb.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg"
