,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2017),26863778,Steel Rain (2017) ,铁雨 강철비,剧情,动作,战争,8.1,36348,29.0%,49.8%,19.4%,1.4%,0.4%,韩国,1338840,1032365,1320516,1108036,1325012,1039491,1353641,1024749,1332700,1011152,1274755,1378893,1382080,1378577,1314314,1033363,1383270,1385779,1385201,1004896,1381796,1381283,"https://ia.media-imdb.com/images/M/MV5BNzNlMDRjYzUtMzg2OC00MmQ0LWI5MTMtZGE4OGIxYmNmYzg4XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg"
