,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2017),26934346,Bimilui Soop             ,秘密森林 비밀의 숲,剧情,悬疑,惊悚,犯罪,9.2,46909,68.4%,25.7%,4.9%,0.6%,0.3%,韩国,1376035,1005435,1057004,1314635,1352669,1376719,1376009,1039491,1376010,1319907,1348280,1339785,1328840,1355317,"https://ia.media-imdb.com/images/M/MV5BNTRlM2Q5MTAtMjA0Ni00OGZkLWFjNjItMGM3YmQ1OTY3OWZmXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_UY268_CR1,0,182,268_AL_.jpg"
