,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2016),26387939,Dangal (2016) ,摔跤吧！爸爸 Dangal,剧情,家庭,传记,运动,9.1,516259,63.0%,30.7%,5.7%,0.4%,0.2%,印度,1366907,1031931,1372457,1372458,1372459,1258494,1373292,1373293,1373295,1373294,"https://ia.media-imdb.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_UY268_CR4,0,182,268_AL_.jpg"
