,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),25871679,Sand Hill Shuffle             ,硅谷 第二季 Silicon Valley Season 2,喜剧,9.2,18271,64.5%,29.5%,5.4%,0.4%,0.1%,美国,1027847,1339676,1248294,1245821,1334517,1022628,1016614,1339617,1078904,1340211,1344711,1014057,1090227,1317130,1032293,1041232,1158185,"https://ia.media-imdb.com/images/M/MV5BMjI1NDQ0MTQ2Nl5BMl5BanBnXkFtZTgwMDQ4MTUxNTE@._V1_UY268_CR110,0,182,268_AL_.jpg"
