,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2014),24815950,The Theory of Everything (2014) ,万物理论 The Theory of Everything,剧情,爱情,传记,8.2,129483,29.8%,49.5%,19.3%,1.2%,0.2%,英国,美国,日本,1045285,1010503,1013981,1031862,1013814,1036486,1040691,1347947,1313354,1010715,1049805,1390076,1384982,1327474,1365611,1343283,1075239,1390077,1335779,1390078,1390079,1274941,1327893,1354215,1351684,1005967,"https://ia.media-imdb.com/images/M/MV5BMTAwMTU4MDA3NDNeQTJeQWpwZ15BbWU4MDk4NTMxNTIx._V1_UX182_CR0,0,182,268_AL_.jpg"
