,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2014),25773932,Whiplash (2014) ,爆裂鼓手 Whiplash,剧情,音乐,8.6,250893,45.9%,40.7%,11.7%,1.2%,0.4%,美国,1014996,1313408,1147911,1000222,1323409,1317023,1048223,1036798,1313381,1231742,"https://ia.media-imdb.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
