,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,poster
0,(2015),25754848,Lang ya bang             ,琅琊榜,剧情,古装,9.1,225190,71.2%,20.4%,4.8%,0.9%,2.6%,中国大陆,1314760,1329012,1274477,1011562,1314544,1314478,1030201,1314123,1274776,1318162,1320269,1275508,1314048,1276150,1352052,1313491,1314975,1313468,1322731,1318610,1040154,1324753,1352053,1318020,1327677,1316391,1325756,1336627,1323399,1348300,1352181,1351423,1348415,1319877,1352362,1352327,1336362,"https://ia.media-imdb.com/images/M/MV5BZWYxZjQ0ZDctM2RiMi00ZmZjLWJkNWYtMmJjMzM0ZTk0Zjg5XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
