,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2017),25864124,King Arthur: Legend of the Sword (2017) ,亚瑟王：斗兽争霸 King Arthur: Legend of the Sword,动作,奇幻,冒险,7.0,43449,12.6%,38.1%,39.9%,7.9%,1.5%,美国,1025148,1000024,1010510,1227601,1027504,1044880,1315815,1016693,1044961,1339918,1350742,1274964,1338117,1315211,1341158,1331769,1044927,1321777,1354676,1362218,1352422,1337097,1291550,1319199,1332724,1346199,1369740,1025148,"https://ia.media-imdb.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
