,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2014),25444447,Huang feihong zhi yingxiong you meng (2014) ,黄飞鸿之英雄有梦,剧情,动作,爱情,武侠,5.4,48468,3.5%,11.3%,45.9%,29.3%,10.0%,中国大陆,香港,英国,1316512,1013782,1274628,1274301,1055887,1033011,1118167,1274238,1318005,1317068,1316921,1314929,1333758,"https://ia.media-imdb.com/images/M/MV5BOGY5ZTcyMDEtYjk1NS00MGQ5LTgwNTUtMTZlZTQ2YzUxNGRiXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR1,0,182,268_AL_.jpg"
