,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),10577869,About Time (2013) ,时空恋旅人 About Time,剧情,爱情,奇幻,8.6,214083,46.4%,39.4%,13.0%,1.0%,0.2%,英国,1040673,1313116,1053587,1041002,1327829,1049625,1040635,1272303,1317680,1330289,1319362,"https://ia.media-imdb.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
