,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2012),10772258,Mak Dau dong dong poon ngo sum (2012) ,麦兜·当当伴我心 麥兜‧噹噹伴我心,喜剧,动画,8.4,78653,41.1%,40.7%,15.8%,1.7%,0.6%,中国大陆,香港,1304710,1050076,1127819,1274477,1032940,1315437,"https://ia.media-imdb.com/images/M/MV5BOTU5MTRmZDItNGNkNy00ZmNlLTk4OGMtMWVhYjc2ZWVkMjc1XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR3,0,182,268_AL_.jpg"
