,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2017),27019527,Jia nian hua (2017) ,嘉年华,剧情,8.3,98621,34.3%,48.5%,15.2%,1.6%,0.4%,中国大陆,法国,1333323,1369135,1378110,1011398,1274576,1313992,1365460,1322486,1321589,1384556,1358964,"https://ia.media-imdb.com/images/M/MV5BZTkyODU4YTctZjMwNC00NTdmLThkODctM2U4ODAzYWY0ODk4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
