,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2015),21327493,Hotel Transylvania 2 (2015) ,精灵旅社2 Hotel Transylvania 2,喜剧,动画,奇幻,7.5,64286,16.9%,43.7%,35.5%,3.5%,0.4%,美国,1016727,1054523,1025187,1047993,1352275,1044719,1010541,1054409,1000430,1049580,1010574,1027818,1040550,1009365,1017989,1044950,1027834,1352392,1031748,1246500,1373774,1055039,1007133,1055101,1075728,1348602,1314881,1004763,1027198,"https://ia.media-imdb.com/images/M/MV5BMjEzNzc4NzEyMV5BMl5BanBnXkFtZTgwMTAxMDQ2NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
