,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),21349345,The Maze Runner (2014) ,移动迷宫 The Maze Runner,动作,科幻,冒险,6.8,118809,8.3%,34.4%,47.2%,8.6%,1.5%,美国,英国,英国,1332723,1314963,1194285,1333684,1333686,1016669,1004692,1333688,1031178,1191404,1333689,1333691,1273668,1333690,1013791,1333685,"https://ia.media-imdb.com/images/M/MV5BMjUyNTA3MTAyM15BMl5BanBnXkFtZTgwOTEyMTkyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
