,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,poster
0,(2014),23232876,Two Swords             ,权力的游戏 第四季 Game of Thrones Season 4,剧情,奇幻,冒险,9.6,105842,80.5%,17.1%,2.2%,0.1%,0.1%,美国,英国,1320839,1321467,1321831,1045747,1018056,1019009,1076051,1053571,1314668,1314989,1027299,1004607,1319271,1318962,1314818,1314665,1314652,1265420,1330897,1124875,1319269,1009367,1049903,1338884,1009362,1044961,1085544,1018097,1002790,1314667,1049588,"https://ia.media-imdb.com/images/M/MV5BMTk3NjE0NDU3Ml5BMl5BanBnXkFtZTgwMjQyNTI1MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
