,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),22266126,The Hitman's Bodyguard (2017) ,王牌保镖 The Hitman's Bodyguard,喜剧,动作,犯罪,7.3,77848,12.3%,45.0%,38.5%,3.8%,0.5%,美国,中国大陆,保加利亚,荷兰,1328352,1053623,1054408,1010507,1047986,1032370,1032083,1120729,1317471,1332704,1014500,1264266,1356835,"https://ia.media-imdb.com/images/M/MV5BMjQ5NjA2NDg1MV5BMl5BanBnXkFtZTgwMDAzNDc4MjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
