,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2016),26336253,Shi tu xing zhe (2016) ,使徒行者,剧情,动作,犯罪,6.7,112281,10.3%,30.8%,44.5%,12.0%,2.4%,中国大陆,香港,1320763,1037273,1027577,1037098,1019718,1274449,1315062,1275781,1037821,1275178,1339318,"https://ia.media-imdb.com/images/M/MV5BYWU0ODI3YzEtNTU1OC00YzJmLWJlYTUtMmZjYWQ2ZmFlZjVlXkEyXkFqcGdeQXVyNjc5Mjg4Nzc@._V1_UX182_CR0,0,182,268_AL_.jpg"
