,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2013),24697949,Hanzawa Naoki             ,半泽直树 半沢直樹,剧情,9.1,120756,63.1%,29.7%,6.4%,0.5%,0.2%,日本,1336349,1360829,1360828,1028795,1050105,1037221,1042261,1331717,1323403,1276116,1292255,1026849,1052694,1312756,1098380,1024153,1322180,1024308,1275839,1331243,1331048,1275493,1033794,"https://ia.media-imdb.com/images/M/MV5BNGQwNTljY2YtZWQ0ZS00MzhlLTg4ZjctZmQwNzJhOGVlMzgzXkEyXkFqcGdeQXVyNTM4OTY2MDU@._V1_UY268_CR0,0,182,268_AL_.jpg"
