,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2017),26920017,A Ghost Story (2017) ,鬼魅浮生 A Ghost Story,剧情,爱情,奇幻,7.5,24445,20.8%,42.2%,29.0%,6.0%,2.0%,美国,1303555,1022593,1274969,1346280,1378305,1378306,1309866,1378307,1271410,1014344,1027389,1218627,1368225,1378309,1210970,"https://ia.media-imdb.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
