,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,actor48,actor49,actor50,actor51,actor52,actor53,actor54,actor55,actor56,actor57,actor58,actor59,actor60,actor61,actor62,actor63,actor64,actor65,actor66,actor67,actor68,actor69,actor70,actor71,actor72,poster
0,(2017),26727273,Ren min de ming yi             ,人民的名义,剧情,悬疑,犯罪,8.3,190301,39.9%,42.2%,14.0%,2.0%,1.8%,中国大陆,1322943,1014781,1026452,1050265,1274840,1314762,1313469,1274832,1030951,1314443,1317976,1323026,1316572,1313513,1275536,1275864,1314257,1313514,1318266,1326049,1274228,1326050,1317977,1274871,1324384,1327999,1317893,1371529,1320267,1371530,1323402,1364113,1326688,1314629,1324186,1371533,1326695,1274706,1314132,1362052,1316298,1371764,1371765,1321541,1371766,1336627,1335598,1371767,1353001,1371768,1371769,1371770,1371771,1340046,1371772,1322943,1381900,1371774,1385765,1371775,1322962,1343333,1328746,1371776,1371777,1371778,1315001,1371738,1352988,1367987,1371779,1371780,1372744,"https://ia.media-imdb.com/images/M/MV5BMjY5MzRiOTQtYjkzZC00OTM3LWI2NzctMTBkMTNmZmU4M2ZiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
