,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2016),25820460,Captain America: Civil War (2016) ,美国队长3 Captain America: Civil War,动作,科幻,冒险,7.7,235350,23.4%,43.3%,28.2%,3.9%,1.2%,美国,1321812,1320870,1017885,1016681,1054453,1021985,1027217,1053573,1013770,1327680,1003482,1129847,1002667,1044902,1325351,1053566,1100321,1031849,1049612,1000111,1047974,1313633,1313839,"https://ia.media-imdb.com/images/M/MV5BMjQ0MTgyNjAxMV5BMl5BanBnXkFtZTgwNjUzMDkyODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
