,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,poster
0,(2015),26276498,Datong (2015) ,大同,纪录片,9.2,13974,63.5%,32.1%,4.1%,0.2%,0.1%,中国大陆,1315052,1371870,"https://ia.media-imdb.com/images/M/MV5BMTQzMzAyMTk4MV5BMl5BanBnXkFtZTgwNjExNzgyNDE@._V1_UY268_CR110,0,182,268_AL_.jpg"
