,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,poster
0,(2016),25815034,Mei Gong he xing dong (2016) ,湄公河行动,动作,犯罪,8.0,383254,29.0%,46.9%,21.0%,2.5%,0.6%,中国大陆,香港,1275075,1274319,1013782,1274640,1274584,1325753,1362214,1353519,1344880,1214684,1032633,1292340,1328946,1374638,1374645,1335184,1322356,1316969,1366005,1374646,1374663,1374647,1374648,1374649,1374650,1374651,1374652,1374654,1374655,1374657,1374658,1374659,1374660,1374661,1374662,"https://ia.media-imdb.com/images/M/MV5BZGQ4ZjA2ZTktMGI2NS00OTA2LWJmZjktZDAyYWRjOTBmZjFkXkEyXkFqcGdeQXVyNDQ4MDgzNzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
