,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),10574468,Finding Mr. Right (2013) ,北京遇上西雅图,喜剧,爱情,7.4,387129,16.3%,42.9%,34.6%,4.9%,1.3%,中国大陆,香港,1275139,1025141,1275317,1272245,1327533,1327532,1280673,1317605,1327531,1032921,"https://ia.media-imdb.com/images/M/MV5BMTUzMzgyOTU3MF5BMl5BanBnXkFtZTgwMDIzNjg5NDE@._V1_UY268_CR1,0,182,268_AL_.jpg"
