,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2017),27038183,Xiu xiu de tie quan (2017) ,羞羞的铁拳,喜剧,奇幻,7.0,344745,12.9%,37.6%,39.5%,8.1%,1.9%,中国大陆,1350407,1381643,1350408,1319032,1325700,1316331,1350407,1330995,1327084,1363857,1321587,"https://ia.media-imdb.com/images/M/MV5BYjBiMDZkM2YtNGEwOC00YjA0LTkxNGUtMzgxMGFjNTczOWY1XkEyXkFqcGdeQXVyMjY2OTU0MTg@._V1_UY268_CR5,0,182,268_AL_.jpg"
