,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2016),26679552,Forushande (2016) ,推销员 فروشنده,剧情,悬疑,家庭,7.7,18592,15.5%,54.6%,27.4%,2.0%,0.5%,伊朗,法国,1275094,1175128,1017837,1314291,1369575,1369572,"https://ia.media-imdb.com/images/M/MV5BMTg2MTc0ODEwOV5BMl5BanBnXkFtZTgwNDAyOTY1MDI@._V1_UY268_CR1,0,182,268_AL_.jpg"
