,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2014),24741412,Wood Job!: Kamusari nânâ nichijô (2014) ,哪啊哪啊神去村 WOOD JOB！神去なあなあ日常,剧情,喜剧,8.5,92046,40.0%,46.9%,12.1%,0.8%,0.2%,日本,1164069,1315737,1018667,1023316,1006093,1329523,1012314,1105724,1029037,1042056,"https://ia.media-imdb.com/images/M/MV5BZjYwY2FiZmEtMTE1OS00NWIyLWJiNGItYWZhNGY0MDZkMjdkXkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_UY268_CR4,0,182,268_AL_.jpg"
