,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2016),26657126,Bu cheng wen ti de wen ti (2016) ,不成问题的问题,剧情,8.2,36775,29.3%,53.8%,15.4%,1.2%,0.3%,中国大陆,法国,1275132,1051526,1275049,1325810,1313734,1362843,1317746,1336765,1365434,1364263,1365435,1342745,"https://ia.media-imdb.com/images/M/MV5BMGYxMDA1ODMtYzY4Yi00MzZhLWFlYTItNWMzNTc4OTA4NDk2XkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
