,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2015),26366465,Our Times (2015) ,我的少女时代 我的少女時代,喜剧,爱情,7.8,300646,27.2%,43.0%,24.8%,3.7%,1.2%,台湾,1348054,1341903,1341187,1351984,1351985,1054424,1022095,1014501,1351509,1275593,1313483,1323486,1275507,1377381,1350154,1315416,1378422,1378401,1355934,1360513,1320831,"https://ia.media-imdb.com/images/M/MV5BNjYzOTVkMjQtZTY1My00MzJlLWE5NmQtZWE5NGY4NjZkMmQ0XkEyXkFqcGdeQXVyNjQ1OTAwMzc@._V1_UY268_CR5,0,182,268_AL_.jpg"
