,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2014),24404677,Lucy (2014) ,超体 Lucy,动作,科幻,7.1,258964,15.3%,35.1%,39.2%,8.5%,1.8%,法国,1031876,1054453,1054534,1045142,1300271,1147816,1032805,1268721,1339838,1339837,1339836,1339840,1317143,1339839,1326912,"https://ia.media-imdb.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
