,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,poster
0,(2016),11589036,Kung Fu Panda 3 (2016) ,功夫熊猫3 Kung Fu Panda 3,喜剧,动作,动画,冒险,7.6,185172,20.5%,45.3%,30.4%,3.3%,0.5%,美国,中国大陆,1301570,1351289,1049492,1031807,1054427,1054447,1147911,1054531,1002668,1036328,1071279,1035673,1031824,1027283,1027149,1383203,1383201,1025209,1383204,1141042,1195211,1320585,1292230,1383206,1348572,1204401,1157809,1383199,1383205,1383207,1238238,1253531,"https://ia.media-imdb.com/images/M/MV5BMTUyNzgxNjg2M15BMl5BanBnXkFtZTgwMTY1NDI1NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
