,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),26386034,Atomic Blonde (2017) ,极寒之城 Atomic Blonde,动作,悬疑,惊悚,7.1,33550,11.6%,40.4%,41.2%,5.9%,0.8%,美国,德国,瑞典,1289765,1018991,1006958,1291072,1017898,1107884,1012548,1334238,1199057,1022798,1378299,1353438,1036398,1005053,1058673,1378300,1188700,"https://ia.media-imdb.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
