,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),26279289,Ikari (2016) ,怒 怒り,剧情,爱情,悬疑,同性,7.7,55455,20.8%,48.6%,26.2%,3.6%,0.9%,日本,1014891,1027181,1024080,1008067,1314909,1328056,1002495,1315155,1366918,1330848,1043383,1042111,1037138,1037028,"https://ia.media-imdb.com/images/M/MV5BN2JlM2NiYzgtNDcyOC00Njg2LTlmYmMtYWUwZWIzNjFlNTJmXkEyXkFqcGdeQXVyNTI4ODg2Mjc@._V1_UY268_CR3,0,182,268_AL_.jpg"
