,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2017),26926321,Feng ren ji yue dui (2017) ,缝纫机乐队,喜剧,音乐,6.8,157219,12.4%,31.7%,40.7%,11.4%,3.7%,中国大陆,1324043,1324043,1316368,1315729,1352153,1274722,1372944,1274307,1317663,1315687,1338461,1275749,1315474,1379311,1322777,1350228,1339706,1363461,1314704,1275580,1351426,1355097,1274224,1316067,1315608,1036839,"https://ia.media-imdb.com/images/M/MV5BNmNhNDk2OWItZjc3Zi00N2I1LTkzNzUtNGE0ODgyMjM4Y2VkXkEyXkFqcGdeQXVyODA5MzE0MzM@._V1_UY268_CR4,0,182,268_AL_.jpg"
