,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2017),26990609,The Post (2017) ,华盛顿邮报 The Post,剧情,惊悚,传记,历史,8.2,30756,29.7%,51.4%,17.3%,1.2%,0.3%,美国,英国,1054440,1054437,1054450,1036443,1027856,1009889,1027158,1025206,1040614,1312967,1342808,1129549,1071279,1245821,1095374,1313083,1387210,1022874,1361657,1027323,1355108,1387211,1125327,1009409,"https://ia.media-imdb.com/images/M/MV5BMjQyMjEwOTIwNV5BMl5BanBnXkFtZTgwOTkzNTMxNDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
