,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2016),25827935,SoulMate (2016) ,七月与安生,剧情,爱情,7.6,288358,18.9%,48.2%,28.0%,3.8%,1.1%,中国大陆,香港,1274534,1274224,1275243,1349387,1328349,1365506,1316715,1365507,1330226,1365508,1365509,"https://ia.media-imdb.com/images/M/MV5BYWVjMDJlY2MtYTYzNy00MjBiLThlYzUtZmRkODc5M2Y1NTFmXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
