,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),25921812,Lu de shui (2016) ,驴得水,剧情,喜剧,8.4,340551,39.8%,42.6%,14.4%,2.4%,0.9%,中国大陆,1362256,1362257,1362973,1355797,1337891,1362975,1362970,1362972,1362971,1362974,1365182,1364077,1364078,1364079,"https://ia.media-imdb.com/images/M/MV5BNGQ1MzcyYWItN2Q4NC00YTlmLTg3NGEtMWY0Mzk0NDFjYTNiXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
