,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,poster
0,(2016),20558374,The Night Of             ,罪夜之奔 The Night Of,剧情,犯罪,8.7,30727,47.7%,42.3%,8.9%,0.8%,0.3%,美国,1004913,1045285,1036731,1349856,1314289,1031851,1203180,1314364,1360295,1338516,1036428,1065376,1027914,1031988,1336213,1047076,1325832,1246734,1113647,1116405,1222084,1048243,1240277,1346468,1143699,1165342,1185735,1066562,1110226,1253313,1277749,1068973,1171077,1323542,1341741,1048272,1144875,1343662,"https://ia.media-imdb.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
