,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,actor47,poster
0,(2017),25944886,The Disaster Artist (2017) ,灾难艺术家 The Disaster Artist,剧情,喜剧,传记,7.6,19213,17.9%,48.2%,29.9%,3.2%,0.8%,美国,1019001,1019001,1017991,1002668,1048124,1312967,1161151,1004883,1016676,1053556,1323225,1040550,1314947,1336692,1310770,1385164,1031822,1362394,1025204,1354114,1017832,1261140,1334832,1063771,1027856,1191173,1346178,1345622,1339499,1216652,1376478,1311904,1385165,1336665,1037051,1277287,1385166,1327045,1004936,1022587,1010542,1000430,1002677,1013797,1031240,1036351,1009234,1027327,"https://ia.media-imdb.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX182_CR0,0,182,268_AL_.jpg"
