,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,country6,country7,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),11526817,Assassin's Creed (2016) ,刺客信条 Assassin's Creed,动作,科幻,历史,冒险,5.4,65355,3.6%,11.8%,42.7%,33.1%,8.9%,美国,法国,香港,英国,台湾,马耳他,加拿大,1325342,1000010,1006955,1031216,1000078,1007020,1036428,1307841,1313012,1316003,1281902,1135870,1328007,1277892,1014537,1343538,"https://ia.media-imdb.com/images/M/MV5BNzE1OTczNTc1OF5BMl5BanBnXkFtZTgwMzgyMDI3MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
