,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2016),25900819,Snowden (2016) ,斯诺登 Snowden,剧情,惊悚,传记,7.5,27970,16.7%,47.3%,32.9%,2.8%,0.3%,美国,德国,1054513,1101703,1040526,1049558,1041010,1036397,1010549,1054455,1339889,1000188,1179434,1044704,1335298,1272798,1013795,1324699,1349433,1347727,"https://ia.media-imdb.com/images/M/MV5BMTg2MzYzNzgzOF5BMl5BanBnXkFtZTgwOTg4NzQ4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
