,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2015),24405378,Kingsman: The Secret Service (2014) ,王牌特工：特工学院 Kingsman: The Secret Service,喜剧,动作,冒险,8.4,360873,39.3%,43.9%,14.9%,1.5%,0.4%,英国,美国,1031852,1340497,1031223,1054408,1054509,1274374,1343282,1199057,1027809,1031865,1111498,1057177,1347865,1347864,1320241,1321777,1347866,1348269,1319679,1320054,1108378,1348118,1348735,"https://ia.media-imdb.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
