,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2014),20514902,Chuang ru zhe (2014) ,闯入者,剧情,惊悚,犯罪,7.6,41092,16.8%,51.4%,27.5%,3.5%,0.9%,中国大陆,1018708,1274711,1043136,1274437,1274463,1341269,1287050,1340965,1314515,1274202,"https://ia.media-imdb.com/images/M/MV5BOTUyZGU1OWItYTU3Ny00ZmMwLTg5NjEtZDM4NGRkY2VlMTZjXkEyXkFqcGdeQXVyMjQ2MTk1OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
