,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2017),26365236,Okja (2017) ,玉子 옥자,剧情,科幻,冒险,6.6,19849,7.5%,29.1%,50.7%,10.9%,1.8%,美国,1062919,1025152,1318722,1048002,1027774,1018977,1275960,1319891,1036426,1048143,1040655,1180723,1315556,1319427,"https://ia.media-imdb.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
