,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2014),11610281,The Expendables 3 (2014) ,敢死队3 The Expendables 3,动作,惊悚,冒险,6.7,75987,9.2%,28.1%,50.5%,10.4%,1.7%,美国,法国,1328352,1047996,1049484,1035643,1040508,1022591,1054530,1009313,1009238,1031847,1022582,1341465,1337108,1031799,1025146,1341865,1022577,"https://ia.media-imdb.com/images/M/MV5BODU5ODMyMzg2MV5BMl5BanBnXkFtZTgwMTA2MTcxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
