,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2015),25895901,Our Little Sister (2015) ,海街日记 海街diary,剧情,家庭,8.6,130632,43.5%,44.9%,10.9%,0.6%,0.1%,日本,1274351,1035655,1018667,1274311,1328056,1129062,1151079,1191334,1048583,1042693,1320004,1313851,1340281,1014853,"https://ia.media-imdb.com/images/M/MV5BMjE0MjYyMjQ4OF5BMl5BanBnXkFtZTgwMjk5ODI2ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
