,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2014),10763928,Frank (2014) ,弗兰克 Frank,剧情,喜剧,音乐,7.8,31112,24.4%,46.7%,25.2%,3.1%,0.7%,英国,爱尔兰,美国,1037497,1313116,1000010,1027775,1302972,1006321,1342340,1342339,1333773,1385760,1385761,1354090,1342341,1342342,1343250,1336231,1345301,1025290,1385762,"https://ia.media-imdb.com/images/M/MV5BMjM0OTczMTcxOV5BMl5BanBnXkFtZTgwMDU1MDUwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
