,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),20515070,Jun zhong le yuan (2014) ,军中乐园 軍中樂園,剧情,爱情,历史,7.3,40188,12.6%,44.3%,37.8%,4.6%,0.6%,台湾,中国大陆,1274411,1259866,1315477,1274316,1274626,1275038,1335843,1355521,1324552,1312385,1274268,1350154,"https://ia.media-imdb.com/images/M/MV5BNGE0OWE0MDctODZiNi00Yzk5LWI5ZGYtYTk1YWU0NzI2N2EyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
