,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2014),25897313,Hirugao: Heijitsu gogo 3 ji no koibitotachi             ,昼颜：工作日下午3点的恋人们 昼顔～平日午後3時の恋人たち～,剧情,爱情,8.6,89944,44.9%,41.6%,12.2%,1.0%,0.3%,日本,1316253,1342696,1316263,1050105,1025531,1274989,1012650,1000823,1275356,1008390,1342122,1040247,1031429,"https://ia.media-imdb.com/images/M/MV5BOWVlYTZkN2QtMWM1Ny00ZmQ3LTlkOTItN2M2MDRlZWFkMTFiXkEyXkFqcGdeQXVyMjE5MjA5MDI@._V1_UY268_CR13,0,182,268_AL_.jpg"
