,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,poster
0,(2015),25837700,The Western Book of the Dead             ,真探 第二季 True Detective Season 2,剧情,悬疑,犯罪,8.0,13133,31.3%,41.7%,21.9%,4.1%,1.1%,美国,1290066,1312943,1294637,1305195,1276387,1350650,1084255,1000016,1053587,1002673,1022690,1009283,1318827,1188734,1027935,1018380,1049772,1010657,1031840,1107477,1348880,1340018,1048216,1084371,1212713,1018442,1045139,1000211,1027568,1187605,1186837,1209765,1345792,1260535,"https://ia.media-imdb.com/images/M/MV5BMTk4Nzc1MjMyNF5BMl5BanBnXkFtZTgwMTc1OTQyNTE@._V1_UY268_CR110,0,182,268_AL_.jpg"
