,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),26942674,Secret Superstar (2017) ,神秘巨星 Secret Superstar,剧情,音乐,7.8,206765,26.2%,44.8%,25.1%,3.2%,0.7%,印度,1379532,1373292,1383897,1031931,1383898,1385857,1385858,1313210,1385859,1369472,1387400,1205297,1339137,"https://ia.media-imdb.com/images/M/MV5BM2IzMGIxMDQtNzE3OS00MGZjLTljNzgtMGE2MjAyZThmNjNhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY268_CR9,0,182,268_AL_.jpg"
