,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2016),26375609,Tik Tok (2016) ,惊天大逆转,剧情,悬疑,犯罪,7.0,53867,15.2%,35.3%,37.8%,8.8%,3.0%,中国大陆,韩国,1320190,1274318,1109907,1330484,1314547,"https://ia.media-imdb.com/images/M/MV5BMjE5ODhhNjQtOWFjMC00NzcxLWE4YWEtNTQ1Nzc5NmUxMmI4XkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR4,0,182,268_AL_.jpg"
