,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2014),24875534,Shi'er gongmin (2014) ,十二公民,剧情,8.2,143055,34.7%,46.2%,16.2%,2.1%,0.8%,中国大陆,1344038,1274825,1274722,1327959,1314629,1315282,1320081,1321931,1313513,1345607,1330382,1345605,1345606,"https://ia.media-imdb.com/images/M/MV5BNzcyZjlkYjUtMTdjZi00NDc5LWIyMjMtMmEwMDYzMTBhOTMzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
