,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2017),26954003,Hao jile (2017) ,大世界,动画,7.0,24133,9.5%,41.3%,41.5%,6.3%,1.3%,中国大陆,1275433,1386918,1386919,1386920,1386921,1386922,1275433,1386923,1386924,1386925,1386926,1386927,"https://ia.media-imdb.com/images/M/MV5BZDExYTVjOTAtNDZkMC00ODgxLTk0YmMtOGYzNmU3ZGQ1OWVmXkEyXkFqcGdeQXVyNTQwMDA5NTg@._V1_UX182_CR0,0,182,268_AL_.jpg"
