,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),26616719,Frantz (2016) ,弗兰兹 Frantz,剧情,爱情,历史,战争,8.3,13732,31.9%,50.8%,15.9%,1.1%,0.3%,法国,德国,1053578,1314577,1315447,1327344,1100594,1166460,1367808,1068625,1316091,1371867,1371868,1371869,1354557,"https://ia.media-imdb.com/images/M/MV5BZmM3MDE2MmEtY2NhNS00MTQyLWFhNzMtZThiZjM1ZmNiNzM4XkEyXkFqcGdeQXVyNDU0NjMyNTQ@._V1_UY268_CR9,0,182,268_AL_.jpg"
