,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2017),26425068,Chui lung (2017) ,追龙 追龍,动作,犯罪,7.4,136798,14.1%,46.3%,34.3%,4.3%,0.9%,香港,中国大陆,1274331,1318237,1025194,1054424,1317884,1019278,1275225,1028943,1339113,1328398,1315463,1050735,1012699,1051459,1314642,"https://ia.media-imdb.com/images/M/MV5BMjE2ZWIzN2ItNGU3ZC00ODhlLWIyMTYtYzZkOTM2MWYyMDA1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR4,0,182,268_AL_.jpg"
